Word,Total,monthValue
jennifer aniston,24,-4
tom joad,24,-16
mary jo kilroy,24,-18
travis childers,24,-8
navy,24,-6
tony knowles,24,-4
richard haass,24,-4
saakashvili,24,-22
harold simmons,24,-14
sarah barracuda,24,10
jonathan haidt,24,-6
don draper,24,-6
gary peters,24,-10
justice thurgood marshall,24,-12
great society,24,6
alexi giannoulias,24,-16
sarah van gelder,24,-14
mary schapiro,24,-12
governor brewer,24,-8
john larson,24,0
calhoun,24,-8
sergey lavrov,24,-18
genachowski,24,-8
liu xiaobo,24,-14
cameron todd willingham,24,-2
goldstone,24,-18
going rogue,24,-14
victor williams,24,-10
george rekers,24,-4
jon husted,24,-16
paul pierson,24,-4
governor walker,24,-16
jerry jasinowski,24,0
jerry sandusky,24,4
superstorm sandy,24,0
eric garner,24,-24
walter lippmann,23,-7
third reich,23,3
mr bush,23,1
virgil goode,23,1
jim baker,23,11
sylvester stallone,23,1
goldstein,23,5
think progress,23,-3
robert naiman,23,1
members,23,-3
james sensenbrenner,23,-7
mickey kaus,23,-7
bill schneider,23,1
margaret spellings,23,-5
general petraeus,23,-11
sean wilentz,23,-1
blunt,23,-9
bernard,23,-3
gardner,23,-5
dow jones,23,-5
shays,23,-1
anna,23,3
david mccullough,23,-1
haggard,23,-11
mark mazzetti,23,-1
gary ackerman,23,-3
putnam,23,-3
curtis lemay,23,-5
raul,23,1
tracy,23,-3
stephen king,23,3
johnny,23,-3
lynne cheney,23,-9
geneva conventions,23,-7
ben bradlee,23,7
bill buckley,23,-7
odierno,23,-1
presidency,23,1
al green,23,-1
anne coulter,23,1
kyle sampson,23,3
will ferrell,23,-1
andrews,23,-9
house democrats,23,7
senator edwards,23,-13
tony kushner,23,-9
podhoretz,23,-1
diamond,23,-9
chaney,23,-11
kohl,23,-11
william james,23,-13
morgan freeman,23,5
michael douglas,23,-7
meek,23,-5
wasserman schultz,23,-5
defazio,23,-11
roll call,23,-3
brownie,23,-3
michael pollan,23,3
jonathan capehart,23,-1
benedict xvi,23,3
jonathan martin,23,1
ki moon,23,-1
hemingway,23,1
moon,23,-13
henry hyde,23,-5
joshua holland,23,-5
barnett,23,-5
merrill,23,-3
gamal abdel nasser,23,-11
colin,23,-1
mick jagger,23,3
head,23,-5
john barrasso,23,-3
jean schmidt,23,3
mario,23,5
lyndon larouche,23,-1
david patterson,23,-9
klobuchar,23,-9
qaddafi,23,-11
mike tyson,23,-11
sasha,23,-11
john lynch,23,-9
patti solis doyle,23,-11
brunner,23,-15
evan wolfson,23,5
billy tauzin,23,-7
dream,23,-9
justice samuel alito,23,-7
joe garcia,23,-9
drake,23,5
carl jeffers,23,-9
christine,23,1
carol browner,23,-9
achilles,23,-7
thanksgiving,23,1
alex rodriguez,23,-5
arar,23,5
engelhardt,23,-3
urban affairs,23,-3
cohn,23,-5
scott rasmussen,23,-5
bobby scott,23,-9
amy poehler,23,-5
mazie hirono,23,-13
darcy burner,23,-5
ayatollah khamenei,23,-1
douglas holtz-eakin,23,-7
john paulson,23,-3
zachary taylor,23,-9
alex castellanos,23,-11
joe donnelly,23,-3
ray hanania,23,-5
edmund morris,23,13
david kilcullen,23,-9
scheunemann,23,-19
erik ose,23,-17
world,23,-11
rights,23,-3
bristol,23,9
rivera,23,3
tom morello,23,-1
mark schauer,23,1
bachman,23,-5
chris brown,23,-7
jim greer,23,13
johann,23,-13
how obama,23,-1
o'malley,23,9
atlas shrugged,23,-1
jim yong kim,23,-3
santelli,23,-11
gary locke,23,-5
neil newhouse,23,-15
stanley a mcchrystal,23,-15
eikenberry,23,-1
erickson,23,-3
citizens united,23,-7
david l katz,23,-7
ayotte,23,1
strauss-kahn,23,-1
paul heroux,23,-9
ed demarco,23,-7
howard steven friedman,23,-9
demarco,23,-11
gina mccarthy,23,-15
gripping,23,-21
tsarnaev,23,-13
darren wilson,23,-23
harm,22,-6
anna nicole,22,-20
miles,22,-4
majority leader,22,8
newman,22,-4
marty,22,0
ray nagin,22,-8
rehnquist,22,-2
prince charles,22,0
diana,22,0
capitol hill,22,-2
purple hearts,22,-8
scott pelley,22,-8
bob hope,22,8
denzel washington,22,-2
robert borosage,22,-6
helen,22,-6
forum,22,-8
times,22,-8
gergen,22,4
julie,22,4
awe,22,-8
chris carney,22,-8
defense,22,-8
glenn kessler,22,-4
sperling,22,8
dickens,22,2
larson,22,-4
gareth porter,22,0
sorensen,22,-16
rousseau,22,-2
franklin pierce,22,-4
thune,22,-6
hassan,22,2
blue dogs,22,-4
ramzi yousef,22,-6
arthur waskow,22,-8
chief,22,2
mikulski,22,-2
james wilson,22,-4
richard pryor,22,-6
chevy chase,22,-6
joe solmonese,22,-2
jesus !,22,4
bruce wilson,22,-4
elisabeth bumiller,22,2
jonathan pollard,22,16
capital hill,22,-10
tina brown,22,-6
anne,22,-4
esther,22,-4
north,22,-10
staples,22,2
edelman,22,-4
steve israel,22,-8
smart,22,-16
allen dulles,22,2
wayne barrett,22,-8
sidney poitier,22,-10
moby dick,22,-2
ward connerly,22,-14
halle berry,22,0
shrum,22,-8
bonnie raitt,22,-6
madigan,22,-6
stephens,22,-8
jk rowling,22,-10
turse,22,4
errol morris,22,4
kathy frankovic,22,-10
jawad,22,-14
sen obama,22,-12
john anderson,22,-6
hancock,22,-2
emma goldman,22,-10
carl von clausewitz,22,-10
brad delong,22,-6
nichols,22,2
julianne moore,22,-14
fallon,22,10
pollack,22,-8
jose antonio vargas,22,-14
stanton,22,-2
geert wilders,22,0
benito mussolini,22,-2
good lord,22,2
roger cohen,22,-2
felix frankfurter,22,-4
mohamed jawad,22,-14
imran khan,22,-10
paul farmer,22,-10
medicare part,22,-4
paul kagame,22,-6
seals,22,-2
clinton administration,22,-8
mormonism,22,-8
tiger,22,-16
victor,22,6
bill pascrell,22,-16
ravitch,22,-2
sandy weill,22,-2
jamie stiehm,22,-18
martin feldstein,22,-8
chamberlain,22,-4
huckleberry finn,22,0
george moscone,22,-2
michael milken,22,4
allahu akbar,22,-4
noble,22,-6
jeff biggers,22,2
mikey,22,-8
block,22,-6
gerard,22,0
c everett koop,22,-8
raúl castro,22,-8
progressives,22,2
ball,22,8
tom foley,22,0
martin heinrich,22,-4
pickering,22,-8
beth arnold,22,-8
amartya sen,22,-2
kyrsten sinema,22,-10
pearson,22,-8
warren rudman,22,4
alan abramowitz,22,-12
elaine donnelly,22,2
dari,22,-6
dino rossi,22,-6
wooten,22,-10
kraft,22,-4
martin wolf,22,-4
great depression,22,4
harry hopkins,22,-4
jeff schweitzer,22,-12
father coughlin,22,-10
john hinckley,22,4
senator mcconnell,22,-2
bloggers weigh,22,8
broun,22,8
frank schubert,22,-4
glenn hubbard,22,-8
world news,22,-18
breaking news,22,-18
cato,22,0
andrew ross sorkin,22,-4
winograd,22,-10
ed kilgore,22,2
geoffrey canada,22,12
choi,22,-4
simone campbell,22,-6
anders fogh rasmussen,22,4
rajiv shah,22,-8
needy families,22,-8
lawrence wittner,22,-10
roman reed,22,-2
mark kelly,22,8
mark critz,22,12
john r talbott,22,-12
james rosen,22,0
lanny breuer,22,-16
husted,22,-22
robert bales,22,2
chen guangcheng,22,-16
sorkin,21,-5
anthony cordesman,21,-3
william arkin,21,-5
carlson,21,-3
keith olberman,21,-9
marvin gaye,21,-5
roy sekoff,21,1
maurice hinchey,21,5
brian kilmeade,21,1
day one,21,-3
fleischer,21,-5
john sweeney,21,1
cannon,21,3
tim robbins,21,7
sergey brin,21,-3
person,21,-1
guiliani,21,-7
juan,21,-3
carol lam,21,9
ho chi minh,21,-7
hedges,21,-5
karl roves,21,-11
chalabi,21,-9
goodwin,21,-5
allison,21,-1
nancy grace,21,-9
feldman,21,-5
tom cole,21,-9
bruno,21,-13
tom brady,21,-5
rustin,21,-1
mike wallace,21,-5
michael isikoff,21,-7
otto von bismarck,21,-1
nadler,21,-5
albert,21,3
robert dreyfuss,21,-3
palast,21,-7
abe foxman,21,-11
michelle goldberg,21,-5
ibrahim,21,5
frederick,21,-7
sylvia,21,-1
order,21,3
danny,21,-5
communications director,21,-7
shakespeare,21,-7
debra bowen,21,-5
michael eric dyson,21,-1
mcadams,21,-21
andy warhol,21,-3
jerry seinfeld,21,-3
pay day,21,13
frost,21,9
phd,21,-7
chertoff,21,1
sunni islam,21,-3
george walker bush,21,5
the roots,21,-3
leon,21,-1
eli pariser,21,-5
nick kristof,21,-9
hindu,21,-3
oren,21,-1
collin peterson,21,-9
neil young,21,-7
ruhollah khomeini,21,-11
mohammad mossadegh,21,5
jack anderson,21,-3
morse,21,-1
nathan,21,5
lou,21,3
jim sensenbrenner,21,-1
kenneth roth,21,-7
health care,21,-3
colonel gaddafi,21,-1
julian e zelizer,21,-17
john stossel,21,-3
gitmo,21,-13
groucho marx,21,-5
inouye,21,5
verizon,21,-3
john glenn,21,-15
tutu,21,-7
booz allen,21,-3
alfred nobel,21,3
pepe escobar,21,-3
dinkins,21,-11
timothy noah,21,-3
winthrop,21,-7
john campbell,21,1
dionne,21,3
foundation,21,-5
illegal prison,21,-9
leura canary,21,-5
zubaydah,21,-3
mclaughlin,21,-3
admiral mike mullen,21,5
kenneth rogoff,21,3
rezko,21,-3
seward,21,-7
margaret chase smith,21,1
frances fox piven,21,-3
sheldon,21,-11
fey,21,-11
vice chairman,21,-5
loeb,21,-9
stokely carmichael,21,-11
strickland,21,-5
emanuel cleaver,21,-1
robert oppenheimer,21,-5
richard j daley,21,-7
morgan stanley,21,5
lily ledbetter,21,-5
scott garrett,21,-5
kevin powell,21,-3
mayo,21,9
michael hiltzik,21,-5
prop,21,-1
leviticus,21,-5
purple nation,21,-9
parnell,21,-5
gustav,21,-13
mike wooten,21,-9
king david,21,1
juneau,21,1
meg stapleton,21,-9
sarah palins,21,-1
michael froman,21,-3
ira chernus,21,-9
david coates,21,-5
shawn lawrence otto,21,-11
mccrory,21,-13
don tapscott,21,7
pericles,21,-1
don blankenship,21,5
ciudad juarez,21,-11
ahmed wali karzai,21,-13
roeder,21,-13
robert mcdonnell,21,-5
mary kay henry,21,-1
james heckman,21,-11
zuckerberg,21,3
abdullah abdullah,21,-5
senator hollings,21,5
tim tebow,21,-9
azeem ibrahim,21,-17
santos,21,5
recep tayyip erdoğan,21,-9
lepage,21,-13
josh mandel,21,-9
fukushima,21,-1
kosher jesus,21,-19
# davis,21,-15
chelsea manning,21,-19
manuel noriega,20,-10
richard viguerie,20,-4
air america,20,2
team bush,20,-8
tom schaller,20,-4
dan glickman,20,0
karen tumulty,20,-4
rajiv chandrasekaran,20,-4
kate,20,8
ike skelton,20,4
kennan,20,-6
gene,20,8
cartwright,20,0
george f,20,-8
mark weisbrot,20,-6
lewis libby,20,-8
michael j fox,20,0
david price,20,2
scarlett johansson,20,-8
molly,20,-8
coca cola,20,-2
melissa,20,6
studs terkel,20,-2
governor schwarzenegger,20,-2
davis guggenheim,20,-14
ferdinand marcos,20,0
mckibben,20,2
zach,20,-8
jerome armstrong,20,-4
carol moseley braun,20,-10
eugene jarecki,20,-12
flynt leverett,20,-6
michael scheuer,20,-6
robert pape,20,4
art levine,20,-6
kane,20,2
julian,20,2
mary jo white,20,-4
house speaker,20,0
isaiah berlin,20,14
without borders,20,0
horowitz,20,-8
gloria feldt,20,0
sheehan,20,0
gladwell,20,4
betty ford,20,-4
scott shane,20,0
leah,20,-2
tom allen,20,-18
chance,20,2
dudley,20,-2
david ben-gurion,20,-2
bill white,20,-10
fletcher,20,-4
archie bunker,20,-8
cronkite,20,2
alex gibney,20,2
michael medved,20,-10
mark shields,20,-8
daddy,20,-4
michael corleone,20,-16
rob reiner,20,-6
arabic,20,-2
tim ryan,20,8
kuttner,20,2
southern,20,2
van hollen,20,0
rudyard kipling,20,0
finally,20,4
david hume,20,0
risen,20,-8
steve beshear,20,6
rodney dangerfield,20,-6
edmund muskie,20,-8
queen elizabeth,20,-4
leslie gelb,20,-4
warren christopher,20,0
hofstadter,20,-6
ginsberg,20,-2
goodyear,20,-4
j dionne,20,-8
olympia snow,20,2
siegel,20,-4
steve cooley,20,-6
masters,20,-12
marion barry,20,-10
lizza,20,-6
hewitt,20,4
netroots nation,20,-10
clark clifford,20,0
clooney,20,-4
v wade,20,-6
texans,20,-10
edwin meese,20,0
rust belt,20,8
kathy kelly,20,-6
roger stone,20,6
leona helmsley,20,-10
tiffany,20,-2
sigh,20,8
cantwell,20,-4
cardin,20,-4
irving berlin,20,2
john reed,20,2
bill mcinturff,20,-6
edward said,20,-6
justices,20,-4
boyce watkins,20,-8
sally,20,0
under bush,20,-6
garry wills,20,-2
steve martin,20,0
khatami,20,-10
kurds,20,2
pete hoekstra,20,-4
larry pratt,20,-10
tom mcclintock,20,-8
shepard fairey,20,2
special forces,20,0
shepard,20,-4
steven colbert,20,-10
black panther,20,-6
adler,20,0
samuel rodriguez,20,0
jack ruby,20,-12
lloyd,20,4
evangelical christian,20,-8
jacqueline kennedy,20,-12
craig crawford,20,-4
joel osteen,20,-2
gloria,20,8
dustin hoffman,20,2
reynolds,20,6
erica jong,20,-10
thomas sowell,20,-2
clintons,20,-10
chelsea green,20,-4
sarah silverman,20,-12
dan coats,20,-2
kevin spacey,20,-4
william j haynes,20,-6
lloyd doggett,20,2
sinn fein,20,-8
bair,20,-6
president truman,20,-4
oppenheimer,20,-2
nicholas,20,-10
steve hildebrand,20,-14
vikram pandit,20,0
john liu,20,-14
yitzhak shamir,20,-6
lerner,20,-6
ed royce,20,-4
benyamin netanyahu,20,-8
anna eshoo,20,-12
benen,20,6
cleveland,20,-4
blow,20,6
ridge,20,-12
irene,20,-10
eric s margolis,20,-16
lavrov,20,0
theodore,20,0
so long,20,14
sara palin,20,0
edward luce,20,2
gertrude stein,20,0
scott lilly,20,0
michael mann,20,-2
kashkari,20,-20
closing bell,20,-20
then-senator obama,20,0
pell grant,20,4
feinberg,20,-14
president biden,20,-10
karen ignagni,20,6
shelley berkley,20,2
william k black,20,-2
mike quigley,20,-8
hayworth,20,0
laura ling,20,-14
joyce,20,-10
ray mabus,20,0
bob edgar,20,0
grimes,20,-2
horne,20,-4
william j astore,20,-6
tom miller,20,-10
casey anthony,20,-12
william barber,20,-12
paladino,20,-20
fort lee,20,2
bloomberg businessweek,20,-16
mohamed bouazizi,20,-14
melissa harris-perry,20,-4
trans-pacific partnership,20,-2
jobs act,20,-12
tim cook,20,2
molly munger,20,-10
enrique peña nieto,20,2
clarence e,20,-14
dzhokhar tsarnaev,20,-16
tom cotton,20,-14
tom perkins,20,-8
james m dorsey,20,-14
sawyer,19,-7
mehlman,19,5
minority leader,19,-3
jim vandehei,19,1
tom fox,19,-7
schneider,19,-5
care,19,1
ricks,19,-3
shall overcome,19,1
ted wells,19,-7
idi amin,19,-5
murray waas,19,-3
craig newmark,19,1
marissa mayer,19,-3
henderson,19,-5
dan pfeiffer,19,-1
unfortunately,19,3
john mclaughlin,19,3
willie sutton,19,1
i lewis,19,-1
dick gregory,19,9
allen ginsberg,19,-1
o'hanlon,19,-5
nick rahall,19,1
justin timberlake,19,1
shannon,19,-7
kathy,19,1
lennon,19,1
robin,19,-1
joan rivers,19,-1
richard cizik,19,-7
jack kingston,19,1
lynn westmoreland,19,-7
jay-z,19,-7
nicole,19,-5
sidney blumenthal,19,-7
thomas hobbes,19,-1
mickey,19,-5
lynndie england,19,5
wallis,19,-3
lady bird johnson,19,-3
weiss,19,-5
linda sanchez,19,5
iglesias,19,9
filner,19,-5
dow chemical,19,-11
mills,19,-3
joe pitts,19,3
inspector general,19,7
family,19,7
harper collins,19,5
rudolph,19,3
david roberts,19,-1
wayne morse,19,-1
modest proposal,19,9
defense secretary,19,-5
joseph heller,19,1
bill mccollum,19,-5
barton gellman,19,-7
steven rattner,19,-1
luther,19,-11
andy rooney,19,-7
isabella,19,5
roland martin,19,-1
ingram,19,-9
bob kuttner,19,-5
stephanie herseth sandlin,19,-15
charlie savage,19,3
kerik,19,-9
teresa,19,1
peter edelman,19,-11
kay,19,1
joan of arc,19,-1
sander levin,19,-3
rosenthal,19,7
holy grail,19,-7
bennie thompson,19,3
cramer,19,9
sigmund freud,19,-9
mohammed mossadegh,19,-1
robert dallek,19,-9
stanley kubrick,19,-1
mayor giuliani,19,-3
bernard lewis,19,-7
david mamet,19,-13
jo becker,19,-13
ben harper,19,-13
prescott bush,19,11
peter singer,19,1
patton,19,7
keyes,19,-5
lanny j davis,19,3
samuelson,19,-3
jody williams,19,-7
ingraham,19,-1
coffman,19,3
report,19,-11
david frost,19,-1
erin burnett,19,3
ladin,19,-1
denny hastert,19,7
willie,19,7
jacob weisberg,19,7
robert frank,19,-9
goldsmith,19,1
harvard law,19,1
richard russell,19,-5
sheldon silver,19,-3
ayatollah khomeini,19,-1
hartmann,19,-7
birch bayh,19,-1
sanger,19,-1
gulbuddin hekmatyar,19,-13
land,19,-3
ratner,19,1
donald cohen,19,-3
john thain,19,-7
rush limbaughs,19,-7
rajendra pachauri,19,-3
ellen johnson sirleaf,19,-1
nawaz,19,-7
ole miss,19,7
john calvin,19,5
dexter,19,-11
orthodox jew,19,-5
jameel jaffer,19,-1
wilkinson,19,3
king lear,19,-1
goolsbee,19,-13
bradley effect,19,-1
yglesias,19,-15
robert taft,19,-11
lakoff,19,1
judy chu,19,-1
steve pearce,19,3
andy grove,19,-7
rohrabacher,19,-7
perdue,19,-3
joe six-pack,19,3
hammond,19,-9
john nagl,19,-1
whitney,19,7
bertha lewis,19,1
sue lowden,19,-11
benson,19,-1
science,19,-3
john geyman,19,-1
john holdren,19,-5
william burns,19,1
nobel laureate,19,7
robin hayes,19,-15
monegan,19,-13
trig,19,7
hank williams,19,-1
sandra bullock,19,-13
dave zirin,19,1
dreier,19,-11
lewis powell,19,-1
mad men,19,-5
francis collins,19,1
rod,19,-15
gaza,19,3
romanoff,19,-3
jill lepore,19,-1
pres obama,19,5
senator baucus,19,-7
michelle chen,19,-13
cowan,19,7
mitch landrieu,19,-3
harold koh,19,-7
mousavi,19,-13
recovery act,19,-1
approve,19,-17
scozzafava,19,-17
richard eskow,19,1
bill quigley,19,-5
dan snyder,19,-9
john fleming,19,1
ornstein,19,-3
dan cathy,19,-13
broadwell,19,13
naftali bennett,19,9
chris mcdaniel,19,-15
steven sotloff,19,-19
john fund,18,-4
john edward,18,-6
rebecca,18,-2
franks,18,-10
ollie north,18,-2
fukuyama,18,6
roger simon,18,-8
george lucas,18,-10
sandy berger,18,-10
cory,18,6
adolf eichmann,18,2
lowry,18,-2
prince william,18,-6
dan bartlett,18,-6
moqtada al-sadr,18,-6
klaus schwab,18,-2
john gibson,18,0
harvey weinstein,18,-2
odom,18,-14
loretta sanchez,18,-6
mark cuban,18,2
caucus,18,-2
anita,18,0
phil ochs,18,-6
richard helms,18,6
peter pan,18,-6
gennifer flowers,18,-12
buddhists,18,-4
donahue,18,0
sing,18,-8
berlusconi,18,2
snoop dogg,18,2
william fallon,18,-2
daniel kahneman,18,-6
paul newman,18,0
hell,18,-8
anatol lieven,18,-6
lee fisher,18,-6
jeffrey katzenberg,18,-16
custer,18,-4
chi minh,18,-6
new yorker,18,-2
donna shalala,18,-4
jack cafferty,18,-6
david koresh,18,-2
goebbels,18,-2
jack johnson,18,0
bill bratton,18,-4
george foreman,18,8
archibald cox,18,2
fund,18,0
mark boal,18,-8
stupid,18,-2
larry david,18,6
climate change,18,-4
real mccain,18,-10
tom kean,18,0
eric rudolph,18,0
jon soltz,18,-4
robert parry,18,2
debbie,18,8
week,18,-4
jim jeffords,18,-10
marc morial,18,-8
drug czar,18,-4
hubbard,18,-10
aldous huxley,18,-8
dietrich bonhoeffer,18,-12
charlie chaplin,18,-8
paula deen,18,-2
patty,18,-4
empire,18,-8
poverty,18,-8
progressive,18,-4
chris mathews,18,6
sally kohn,18,-2
john barrow,18,6
elvis,18,4
andrew j bacevich,18,-4
bud selig,18,-6
john paul ii,18,4
mumia abu-jamal,18,0
tommy,18,-6
ramesh ponnuru,18,2
bernard kouchner,18,-4
leonid brezhnev,18,6
jon chait,18,-4
ickes,18,-8
harriet beecher stowe,18,-6
hilary,18,-4
justice breyer,18,-8
hyde,18,-4
sunstein,18,4
john lindsay,18,-12
jimi hendrix,18,-4
john major,18,-8
bacevich,18,4
packer,18,4
frederick douglas,18,2
liz,18,-6
arthur laffer,18,0
susan j blumenthal,18,-12
neal,18,6
cleland,18,-10
chuck devore,18,-6
protestants,18,0
big business,18,2
richard carmona,18,-12
weill,18,0
kerry kennedy,18,2
dubois,18,-2
paddy chayefsky,18,6
clive stafford smith,18,-2
lane,18,-6
george stephanopolous,18,-8
bill lockyer,18,0
charles colson,18,-2
matthew shepard act,18,-8
ron fournier,18,-2
amy winehouse,18,2
lyndon,18,-12
indira gandhi,18,-2
sargent,18,-2
john grisham,18,4
sherlock holmes,18,-8
daniel day-lewis,18,-2
john danforth,18,-2
randall terry,18,-12
massey,18,-12
jim cooper,18,0
seeger,18,-4
tim walberg,18,-12
craig ferguson,18,-2
christian america,18,-8
alberto mora,18,0
zia,18,-4
carol rosenberg,18,-2
lincoln diaz-balart,18,-10
brutus,18,-12
pratt,18,-2
jeff zeleny,18,0
kirkpatrick,18,2
shelby steele,18,-4
dawn,18,4
evangelicals,18,-2
jerry moran,18,-2
charles coughlin,18,-6
zephyr teachout,18,0
kevin rudd,18,10
mike johanns,18,2
brad miller,18,4
mckinnon,18,2
bird,18,-10
george deukmejian,18,4
hubert h humphrey,18,8
susan eisenhower,18,2
eric schmitt,18,0
potter stewart,18,-4
fix,18,-10
president carter,18,-4
steven aftergood,18,-4
david johnson,18,-12
pacific islanders,18,-2
rosa,18,-2
al pacino,18,-8
gregoire,18,-10
martha burk,18,-4
creed,18,0
john donne,18,2
ban,18,0
john perez,18,2
david rivera,18,-4
lois capps,18,-6
debbie wasserman-schultz,18,-8
minor,18,-4
watts,18,0
aaron david miller,18,2
peter hart,18,0
john feffer,18,0
jim himes,18,2
michael dunn,18,-14
marc sageman,18,-4
tom ammiano,18,-4
saeb erekat,18,-6
george osborne,18,-8
scott atran,18,-2
theda skocpol,18,-6
angela,18,-2
hunger,18,4
colson,18,-2
isaac newton,18,8
boycott,18,-4
marbury,18,0
melody barnes,18,-4
eva longoria,18,-4
theodore rex,18,6
uber,18,-12
muthee,18,0
lou engle,18,0
sinclair lewis,18,6
immanuel kant,18,-4
betsy markey,18,-10
voice,18,-4
bobby bright,18,-4
dan white,18,-6
charles d ellison,18,-8
gordon adams,18,6
james k galbraith,18,0
jonathan karl,18,-16
winslow wheeler,18,-2
dustin lance black,18,6
money,18,-6
klare,18,-4
dawn johnsen,18,-12
trey grayson,18,10
james kwak,18,-4
arthur delaney,18,-6
noah shachtman,18,0
decision points,18,-10
clegg,18,-4
tweet,18,2
obama ’s,18,-8
euna lee,18,-14
ricci,18,-14
ahmed ghailani,18,-10
james von brunn,18,-10
kate pickett,18,2
frank kameny,18,0
orly taitz,18,-6
angela braly,18,-12
neil barofsky,18,-6
upton,18,2
ayn randian,18,-10
terry branstad,18,-4
jonathan merritt,18,-8
pierre omidyar,18,0
jeremy rifkin,18,2
economic opportunity,18,-8
joshua kors,18,-8
rob ford,18,-14
marcellus shale,18,-6
clint,18,-6
barbara buono,18,-2
phil bryant,18,4
trayvon,18,-8
dewhurst,18,-8
viktor yanukovich,18,-16
petro poroshenko,18,-14
joni ernst,18,-4
david brat,18,-16
william blake,17,-3
senator lugar,17,-9
norman horowitz,17,3
jesse lee,17,-3
michael richards,17,1
stabenow,17,3
shuler,17,3
guard,17,-1
gilbert,17,3
condi,17,-7
kahn,17,1
bing crosby,17,7
john chafee,17,-3
ari melber,17,7
maureen,17,-1
jeff jarvis,17,-5
khomeini,17,-1
holt,17,-3
matt cooper,17,-9
larry page,17,-1
wikipedia,17,3
booth,17,-7
senior fellow,17,9
v ferguson,17,-3
howell,17,-3
patrick ruffini,17,-5
jeffrey feldman,17,-7
eric boehlert,17,-1
corsi,17,5
ron dellums,17,-3
friend,17,-1
mohamed atta,17,-9
mike thompson,17,-5
gaffney,17,-3
chaka fattah,17,3
joseph kennedy,17,-7
david dreier,17,-7
aryan,17,-1
moe,17,-5
berg,17,-1
maggie,17,-7
leonard,17,-5
john ?,17,-13
ramirez,17,-3
holocaust,17,7
irving kristol,17,-3
jesus ?,17,3
kyle,17,9
margaret carlson,17,5
billie jean king,17,1
sampson,17,1
sarah posner,17,5
mcdermott,17,3
boss tweed,17,3
constitution,17,-5
al d'amato,17,-3
pollard,17,11
wangari maathai,17,-3
laurie david,17,1
sensenbrenner,17,-3
anger,17,-3
fate,17,1
tom toles,17,5
lesley stahl,17,-1
russ,17,-5
rocky,17,3
yom kippur,17,3
corps,17,1
flake,17,-9
cho seung-hui,17,-15
senator feingold,17,-3
thor,17,-9
harrison ford,17,-7
alvarez,17,-7
elizabeth taylor,17,3
cal thomas,17,-5
rick boucher,17,-7
lara logan,17,-5
higgins,17,9
ashley,17,-3
joe !,17,-7
anne applebaum,17,7
rick renzi,17,-3
roman polanski,17,-9
julia ward howe,17,17
ken lay,17,3
michael nutter,17,-3
baca,17,-3
philip roth,17,5
george c marshall,17,-1
ronald,17,1
john prendergast,17,7
nicolas maduro,17,-1
john shalikashvili,17,-9
jimmy hoffa,17,-5
geoff garin,17,-1
peter sellers,17,-1
judy garland,17,-1
yasir arafat,17,3
franz kafka,17,-3
aristide,17,1
groves,17,-9
j davis,17,-9
daily kos,17,-3
santa monica,17,-1
noam scheiber,17,-3
master,17,-9
goldfarb,17,-3
philip,17,-1
woodrow wilson center,17,-7
olsen,17,-1
whites,17,-1
garrett,17,-11
alexander haig,17,-1
brian baird,17,-1
jim mcgreevey,17,-3
leonard peltier,17,-3
ebenezer scrooge,17,-7
bates,17,3
joe sixpack,17,-3
ralph lauren,17,5
pontius pilate,17,3
joseph campbell,17,-5
larry kramer,17,-1
russell feingold,17,-9
bingaman,17,-5
jeffrey rosen,17,1
berger,17,1
bollinger,17,7
ali larijani,17,-3
mark leno,17,5
suu kyi,17,-3
derek jeter,17,-5
robin carnahan,17,-13
martin seligman,17,-9
keene,17,-5
paul samuelson,17,-11
napoleon bonaparte,17,-1
graham nash,17,-5
watt,17,-11
sibel edmonds,17,-3
betty mccollum,17,-3
cyrus vance,17,5
dennis rodman,17,1
mailer,17,5
william randolph hearst,17,-1
armistice day,17,7
milton,17,-1
buffet,17,3
mel watt,17,-9
saladin,17,1
turley,17,-1
edgar,17,-5
kayani,17,-5
katha pollitt,17,3
disabilities act,17,3
huerta,17,-1
jared diamond,17,-5
jon favreau,17,-5
gavin,17,-1
voto latino,17,-9
dorothy height,17,-13
brendan nyhan,17,-3
robert malley,17,-3
allende,17,-7
vicki iseman,17,-13
net neutrality,17,1
john morton,17,-11
michael scherer,17,-1
bill foster,17,-3
parsley,17,-15
mike bonifer,17,3
massa,17,11
californians,17,-3
pitts,17,-3
heath,17,-3
shay,17,-1
mildred loving,17,7
richard loving,17,-1
boris johnson,17,1
kathleen brown,17,1
daisy khan,17,-13
john milton,17,-1
david brody,17,-13
kony,17,-5
waldman,17,-1
harry mitchell,17,-5
veterans,17,-3
david katz,17,3
bob costas,17,-1
team mccain,17,-13
david mckiernan,17,-5
melinda gates foundation,17,-5
davidson,17,-3
patrick cockburn,17,3
sunni awakening,17,1
boyle,17,-1
cleaver,17,-5
catholicism,17,-5
jodie evans,17,-3
charles ogletree,17,-1
richard kirsch,17,-9
mike smith,17,-3
bill gross,17,-5
frank bailey,17,-11
jane norton,17,-9
tim wise,17,5
gupta,17,-3
tariq ali,17,3
dickinson,17,-11
peter scheer,17,-3
clyde prestowitz,17,-5
linda darling-hammond,17,-7
jon ward,17,1
don mcnay,17,-1
blankenship,17,-5
academy,17,-1
raúl grijalva,17,-3
hickenlooper,17,7
hamsher,17,-1
bill young,17,-13
